order_item_id,order_id,product_id,quantity,unit_price,discount_rate,net_amount,item_cost,net_profit
56,40,28,1,1680,0.1,1512.0,1350.0,162.0
57,41,1,1,30310,0.1,27279.0,23130.0,4149.0
58,41,32,2,14930,0.0,29860.0,20060.0,9800.0
59,42,24,1,2530,0.15,2150.5,1950.0,200.5
60,43,19,1,84090,0.0,84090.0,69780.0,14310.0
61,44,33,1,13050,0.0,13050.0,9860.0,3190.0
62,45,35,1,1130,0.0,1130.0,880.0,250.0
63,46,12,1,2440,0.0,2440.0,1830.0,610.0
64,47,8,1,43370,0.1,39033.0,31940.0,7093.0
65,47,31,1,13640,0.0,13640.0,11440.0,2200.0
66,48,12,1,2440,0.0,2440.0,1830.0,610.0
67,49,15,1,39400,0.0,39400.0,30030.0,9370.0
68,49,40,1,350,0.0,350.0,240.0,110.0
69,50,4,2,25790,0.0,51580.0,37360.0,14220.0
70,51,30,1,1520,0.0,1520.0,1200.0,320.0
71,52,17,1,3160,0.0,3160.0,2330.0,830.0
72,52,31,1,13640,0.05,12958.0,11440.0,1518.0
73,52,23,1,2690,0.05,2555.5,1790.0,765.5
74,53,3,1,31300,0.0,31300.0,26070.0,5230.0
75,53,12,1,2440,0.1,2196.0,1830.0,366.0
76,54,6,1,56540,0.0,56540.0,46470.0,10070.0
77,54,42,1,270,0.1,243.0,210.0,33.0
78,55,31,1,13640,0.0,13640.0,11440.0,2200.0
79,56,13,1,58360,0.0,58360.0,42390.0,15970.0
80,57,18,1,4080,0.15,3468.0,2830.0,638.0
81,57,34,1,2080,0.0,2080.0,1500.0,580.0
82,57,39,1,600,0.0,600.0,480.0,120.0
83,57,2,1,42320,0.0,42320.0,29130.0,13190.0
84,58,39,2,600,0.0,1200.0,960.0,240.0
85,59,1,1,30310,0.15,25763.5,23130.0,2633.5
86,60,4,1,25790,0.05,24500.5,18680.0,5820.5
87,60,25,1,3460,0.0,3460.0,2890.0,570.0
88,61,26,1,5570,0.0,5570.0,4560.0,1010.0
89,62,41,1,1350,0.05,1282.5,900.0,382.5
90,63,26,1,5570,0.05,5291.5,4560.0,731.5
91,63,41,1,1350,0.0,1350.0,900.0,450.0
92,64,33,1,13050,0.2,10440.0,9860.0,580.0
93,65,35,1,1130,0.05,1073.5,880.0,193.5
94,66,1,1,30310,0.15,25763.5,23130.0,2633.5
95,67,28,1,1680,0.0,1680.0,1350.0,330.0
96,68,41,1,1350,0.05,1282.5,900.0,382.5
97,69,17,1,3160,0.2,2528.0,2330.0,198.0
98,69,8,1,43370,0.0,43370.0,31940.0,11430.0
99,69,18,1,4080,0.0,4080.0,2830.0,1250.0
100,69,19,2,84090,0.05,159771.0,139560.0,20211.0
101,70,15,1,39400,0.0,39400.0,30030.0,9370.0
102,71,4,1,25790,0.0,25790.0,18680.0,7110.0
103,72,33,1,13050,0.0,13050.0,9860.0,3190.0
104,72,30,1,1520,0.1,1368.0,1200.0,168.0
105,73,1,1,30310,0.15,25763.5,23130.0,2633.5
106,74,32,1,14930,0.0,14930.0,10030.0,4900.0
107,75,35,1,1130,0.0,1130.0,880.0,250.0
108,76,12,1,2440,0.0,2440.0,1830.0,610.0
109,76,31,2,13640,0.15,23188.0,22880.0,308.0
110,77,28,1,1680,0.05,1596.0,1350.0,246.0
111,78,3,1,31300,0.0,31300.0,26070.0,5230.0
112,79,15,1,39400,0.1,35460.0,30030.0,5430.0
113,79,19,1,84090,0.1,75681.0,69780.0,5901.0
114,79,26,1,5570,0.0,5570.0,4560.0,1010.0
115,80,19,1,84090,0.0,84090.0,69780.0,14310.0
116,80,20,1,110370,0.0,110370.0,88720.0,21650.0
117,81,14,1,71610,0.0,71610.0,48650.0,22960.0
118,81,25,1,3460,0.05,3287.0,2890.0,397.0
119,81,4,1,25790,0.0,25790.0,18680.0,7110.0
120,82,38,2,1700,0.0,3400.0,2260.0,1140.0
121,82,26,1,5570,0.0,5570.0,4560.0,1010.0
122,83,40,1,350,0.0,350.0,240.0,110.0
123,83,10,3,2660,0.0,7980.0,6000.0,1980.0
124,84,31,1,13640,0.05,12958.0,11440.0,1518.0
125,85,42,1,270,0.0,270.0,210.0,60.0
126,85,38,1,1700,0.15,1445.0,1130.0,315.0
127,86,41,1,1350,0.0,1350.0,900.0,450.0
128,87,7,1,30170,0.05,28661.5,23470.0,5191.5
129,88,40,1,350,0.0,350.0,240.0,110.0
130,89,37,1,590,0.0,590.0,490.0,100.0
131,90,10,2,2660,0.0,5320.0,4000.0,1320.0
132,90,13,1,58360,0.2,46688.0,42390.0,4298.0
133,91,28,2,1680,0.05,3192.0,2700.0,492.0
134,92,15,1,39400,0.0,39400.0,30030.0,9370.0
135,93,26,1,5570,0.05,5291.5,4560.0,731.5
136,94,4,1,25790,0.05,24500.5,18680.0,5820.5
137,95,6,1,56540,0.05,53713.0,46470.0,7243.0
138,96,7,2,30170,0.05,57323.0,46940.0,10383.0
139,96,20,1,110370,0.0,110370.0,88720.0,21650.0
140,97,41,1,1350,0.0,1350.0,900.0,450.0
141,98,39,1,600,0.1,540.0,480.0,60.0
142,99,3,1,31300,0.0,31300.0,26070.0,5230.0
143,99,11,1,1350,0.0,1350.0,990.0,360.0
144,100,38,1,1700,0.05,1615.0,1130.0,485.0
145,100,17,1,3160,0.0,3160.0,2330.0,830.0
146,101,32,1,14930,0.1,13437.0,10030.0,3407.0
147,102,13,1,58360,0.0,58360.0,42390.0,15970.0
148,103,41,1,1350,0.0,1350.0,900.0,450.0
149,104,21,1,115850,0.0,115850.0,90810.0,25040.0
150,105,9,2,790,0.1,1422.0,1240.0,182.0
151,105,6,1,56540,0.0,56540.0,46470.0,10070.0
152,105,28,1,1680,0.15,1428.0,1350.0,78.0
153,106,33,2,13050,0.0,26100.0,19720.0,6380.0
154,107,18,1,4080,0.15,3468.0,2830.0,638.0
155,107,15,1,39400,0.0,39400.0,30030.0,9370.0
156,107,29,1,1560,0.0,1560.0,1040.0,520.0
157,107,33,2,13050,0.0,26100.0,19720.0,6380.0
158,108,39,1,600,0.0,600.0,480.0,120.0
159,109,14,1,71610,0.0,71610.0,48650.0,22960.0
160,110,16,1,12250,0.05,11637.5,9490.0,2147.5
161,111,37,1,590,0.0,590.0,490.0,100.0
162,111,8,1,43370,0.2,34696.0,31940.0,2756.0
163,112,4,1,25790,0.0,25790.0,18680.0,7110.0
164,112,38,1,1700,0.1,1530.0,1130.0,400.0
165,113,6,1,56540,0.0,56540.0,46470.0,10070.0
166,114,15,1,39400,0.1,35460.0,30030.0,5430.0
167,115,13,1,58360,0.2,46688.0,42390.0,4298.0
168,116,22,2,2420,0.0,4840.0,3320.0,1520.0
169,117,42,1,270,0.0,270.0,210.0,60.0
170,118,28,1,1680,0.1,1512.0,1350.0,162.0
171,119,36,1,2070,0.15,1759.5,1680.0,79.5
172,119,40,1,350,0.05,332.5,240.0,92.5
173,119,12,2,2440,0.0,4880.0,3660.0,1220.0
174,119,10,1,2660,0.0,2660.0,2000.0,660.0
175,120,24,1,2530,0.0,2530.0,1950.0,580.0
176,121,7,2,30170,0.05,57323.0,46940.0,10383.0
177,121,35,1,1130,0.0,1130.0,880.0,250.0
178,122,21,1,115850,0.05,110057.5,90810.0,19247.5
179,123,21,1,115850,0.05,110057.5,90810.0,19247.5
180,124,38,1,1700,0.05,1615.0,1130.0,485.0
181,125,18,1,4080,0.0,4080.0,2830.0,1250.0
182,126,19,1,84090,0.0,84090.0,69780.0,14310.0
183,127,1,1,30310,0.0,30310.0,23130.0,7180.0
184,128,26,1,5570,0.15,4734.5,4560.0,174.5
185,128,24,1,2530,0.0,2530.0,1950.0,580.0
186,129,33,1,13050,0.0,13050.0,9860.0,3190.0
187,129,20,2,110370,0.1,198666.0,177440.0,21226.0
188,129,8,1,43370,0.1,39033.0,31940.0,7093.0
189,130,5,1,28150,0.05,26742.5,22780.0,3962.5
190,130,16,1,12250,0.0,12250.0,9490.0,2760.0
191,130,1,1,30310,0.15,25763.5,23130.0,2633.5
192,131,12,1,2440,0.05,2318.0,1830.0,488.0
193,131,6,1,56540,0.05,53713.0,46470.0,7243.0
194,132,36,1,2070,0.0,2070.0,1680.0,390.0
195,133,28,1,1680,0.05,1596.0,1350.0,246.0
196,133,11,1,1350,0.15,1147.5,990.0,157.5
197,134,18,1,4080,0.0,4080.0,2830.0,1250.0
198,134,26,2,5570,0.0,11140.0,9120.0,2020.0
199,135,16,1,12250,0.0,12250.0,9490.0,2760.0
200,136,42,1,270,0.1,243.0,210.0,33.0
201,137,13,1,58360,0.05,55442.0,42390.0,13052.0
202,138,26,1,5570,0.0,5570.0,4560.0,1010.0
203,139,34,1,2080,0.0,2080.0,1500.0,580.0
204,139,28,2,1680,0.0,3360.0,2700.0,660.0
205,140,42,1,270,0.0,270.0,210.0,60.0
206,141,2,1,42320,0.0,42320.0,29130.0,13190.0
207,142,31,2,13640,0.0,27280.0,22880.0,4400.0
208,143,15,1,39400,0.0,39400.0,30030.0,9370.0
209,144,20,1,110370,0.0,110370.0,88720.0,21650.0
210,145,38,1,1700,0.1,1530.0,1130.0,400.0
211,145,1,1,30310,0.0,30310.0,23130.0,7180.0
212,146,29,1,1560,0.0,1560.0,1040.0,520.0
213,146,5,2,28150,0.05,53485.0,45560.0,7925.0
214,146,4,3,25790,0.05,73501.5,56040.0,17461.5
215,147,30,1,1520,0.0,1520.0,1200.0,320.0
216,148,8,1,43370,0.1,39033.0,31940.0,7093.0
217,149,35,1,1130,0.05,1073.5,880.0,193.5
218,149,19,1,84090,0.05,79885.5,69780.0,10105.5
219,150,27,1,3180,0.0,3180.0,2660.0,520.0
220,150,36,1,2070,0.0,2070.0,1680.0,390.0
221,151,30,1,1520,0.15,1292.0,1200.0,92.0
222,152,21,1,115850,0.15,98472.5,90810.0,7662.5
223,152,24,1,2530,0.0,2530.0,1950.0,580.0
224,152,13,2,58360,0.2,93376.0,84780.0,8596.0
225,152,7,1,30170,0.1,27153.0,23470.0,3683.0
226,153,30,1,1520,0.0,1520.0,1200.0,320.0
227,154,35,1,1130,0.0,1130.0,880.0,250.0
228,155,24,1,2530,0.2,2024.0,1950.0,74.0
229,155,33,2,13050,0.1,23490.0,19720.0,3770.0
230,156,15,1,39400,0.0,39400.0,30030.0,9370.0
231,156,11,1,1350,0.0,1350.0,990.0,360.0
232,156,35,2,1130,0.1,2034.0,1760.0,274.0
233,157,10,2,2660,0.0,5320.0,4000.0,1320.0
234,157,20,2,110370,0.0,220740.0,177440.0,43300.0
235,157,11,2,1350,0.05,2565.0,1980.0,585.0
236,158,3,2,31300,0.05,59470.0,52140.0,7330.0
237,159,11,1,1350,0.1,1215.0,990.0,225.0
238,160,37,1,590,0.15,501.5,490.0,11.5
239,160,33,1,13050,0.05,12397.5,9860.0,2537.5
240,160,17,3,3160,0.0,9480.0,6990.0,2490.0
241,161,37,1,590,0.0,590.0,490.0,100.0
242,161,17,1,3160,0.0,3160.0,2330.0,830.0
243,162,32,1,14930,0.0,14930.0,10030.0,4900.0
244,163,37,1,590,0.0,590.0,490.0,100.0
245,164,32,1,14930,0.05,14183.5,10030.0,4153.5
246,164,26,2,5570,0.05,10583.0,9120.0,1463.0
247,165,5,1,28150,0.05,26742.5,22780.0,3962.5
248,165,8,1,43370,0.15,36864.5,31940.0,4924.5
249,165,28,1,1680,0.0,1680.0,1350.0,330.0
250,166,10,1,2660,0.15,2261.0,2000.0,261.0
251,166,23,1,2690,0.15,2286.5,1790.0,496.5
252,167,35,1,1130,0.0,1130.0,880.0,250.0
253,167,4,1,25790,0.0,25790.0,18680.0,7110.0
254,168,20,1,110370,0.15,93814.5,88720.0,5094.5
255,169,19,1,84090,0.2,67272.0,69780.0,-2508.0
256,169,8,1,43370,0.15,36864.5,31940.0,4924.5
257,170,32,2,14930,0.1,26874.0,20060.0,6814.0
258,171,1,1,30310,0.05,28794.5,23130.0,5664.5
259,172,19,1,84090,0.0,84090.0,69780.0,14310.0
260,172,4,1,25790,0.0,25790.0,18680.0,7110.0
261,172,26,1,5570,0.05,5291.5,4560.0,731.5
262,173,8,3,43370,0.0,130110.0,95820.0,34290.0
263,174,32,1,14930,0.0,14930.0,10030.0,4900.0
264,174,34,1,2080,0.15,1768.0,1500.0,268.0
265,175,35,3,1130,0.0,3390.0,2640.0,750.0
266,175,41,1,1350,0.1,1215.0,900.0,315.0
267,176,17,2,3160,0.05,6004.0,4660.0,1344.0
268,177,37,1,590,0.0,590.0,490.0,100.0
269,178,21,1,115850,0.2,92680.0,90810.0,1870.0
270,178,29,1,1560,0.1,1404.0,1040.0,364.0
271,179,22,2,2420,0.0,4840.0,3320.0,1520.0
272,180,24,1,2530,0.0,2530.0,1950.0,580.0
273,181,12,1,2440,0.0,2440.0,1830.0,610.0
274,182,21,1,115850,0.0,115850.0,90810.0,25040.0
275,183,25,1,3460,0.1,3114.0,2890.0,224.0
276,184,26,1,5570,0.15,4734.5,4560.0,174.5
277,184,23,1,2690,0.05,2555.5,1790.0,765.5
278,184,30,1,1520,0.1,1368.0,1200.0,168.0
279,184,28,1,1680,0.05,1596.0,1350.0,246.0
280,185,22,1,2420,0.15,2057.0,1660.0,397.0
281,185,6,1,56540,0.05,53713.0,46470.0,7243.0
282,186,31,2,13640,0.05,25916.0,22880.0,3036.0
283,186,32,1,14930,0.0,14930.0,10030.0,4900.0
284,187,1,2,30310,0.1,54558.0,46260.0,8298.0
285,187,8,2,43370,0.1,78066.0,63880.0,14186.0
286,188,6,1,56540,0.15,48059.0,46470.0,1589.0
287,188,32,1,14930,0.05,14183.5,10030.0,4153.5
288,188,17,3,3160,0.0,9480.0,6990.0,2490.0
289,189,35,1,1130,0.1,1017.0,880.0,137.0
290,190,36,1,2070,0.05,1966.5,1680.0,286.5
291,190,11,1,1350,0.0,1350.0,990.0,360.0
292,191,15,1,39400,0.0,39400.0,30030.0,9370.0
293,191,19,1,84090,0.0,84090.0,69780.0,14310.0
294,191,6,1,56540,0.0,56540.0,46470.0,10070.0
295,192,21,1,115850,0.0,115850.0,90810.0,25040.0
296,193,39,1,600,0.05,570.0,480.0,90.0
297,193,18,1,4080,0.0,4080.0,2830.0,1250.0
298,193,30,1,1520,0.0,1520.0,1200.0,320.0
299,194,35,1,1130,0.05,1073.5,880.0,193.5
300,195,21,1,115850,0.0,115850.0,90810.0,25040.0
301,196,6,1,56540,0.0,56540.0,46470.0,10070.0
302,196,39,1,600,0.1,540.0,480.0,60.0
303,197,13,1,58360,0.0,58360.0,42390.0,15970.0
304,197,5,1,28150,0.2,22520.0,22780.0,-260.0
305,197,3,1,31300,0.0,31300.0,26070.0,5230.0
306,197,41,2,1350,0.0,2700.0,1800.0,900.0
307,198,37,1,590,0.0,590.0,490.0,100.0
308,198,42,1,270,0.1,243.0,210.0,33.0
309,199,38,1,1700,0.0,1700.0,1130.0,570.0
310,199,18,1,4080,0.0,4080.0,2830.0,1250.0
311,200,33,2,13050,0.0,26100.0,19720.0,6380.0
312,200,32,1,14930,0.0,14930.0,10030.0,4900.0
313,201,10,1,2660,0.05,2527.0,2000.0,527.0
314,202,9,2,790,0.05,1501.0,1240.0,261.0
315,203,33,1,13050,0.1,11745.0,9860.0,1885.0
316,204,17,2,3160,0.05,6004.0,4660.0,1344.0
317,205,22,1,2420,0.05,2299.0,1660.0,639.0
318,206,27,1,3180,0.0,3180.0,2660.0,520.0
319,207,11,1,1350,0.05,1282.5,990.0,292.5
320,208,9,1,790,0.1,711.0,620.0,91.0
321,209,31,1,13640,0.2,10912.0,11440.0,-528.0
322,210,34,1,2080,0.2,1664.0,1500.0,164.0
323,210,18,2,4080,0.05,7752.0,5660.0,2092.0
324,211,10,1,2660,0.2,2128.0,2000.0,128.0
325,212,19,1,84090,0.0,84090.0,69780.0,14310.0
326,213,5,1,28150,0.05,26742.5,22780.0,3962.5
327,213,22,1,2420,0.05,2299.0,1660.0,639.0
328,213,29,1,1560,0.1,1404.0,1040.0,364.0
329,214,37,2,590,0.0,1180.0,980.0,200.0
330,215,5,1,28150,0.15,23927.5,22780.0,1147.5
331,215,38,1,1700,0.1,1530.0,1130.0,400.0
332,216,27,1,3180,0.1,2862.0,2660.0,202.0
333,217,2,1,42320,0.15,35972.0,29130.0,6842.0
334,217,12,1,2440,0.05,2318.0,1830.0,488.0
335,218,22,1,2420,0.05,2299.0,1660.0,639.0
336,219,27,1,3180,0.0,3180.0,2660.0,520.0
337,219,1,1,30310,0.0,30310.0,23130.0,7180.0
338,219,9,2,790,0.0,1580.0,1240.0,340.0
339,220,15,2,39400,0.0,78800.0,60060.0,18740.0
340,220,24,2,2530,0.2,4048.0,3900.0,148.0
341,221,41,1,1350,0.0,1350.0,900.0,450.0
342,222,15,1,39400,0.0,39400.0,30030.0,9370.0
343,223,29,1,1560,0.0,1560.0,1040.0,520.0
344,223,32,1,14930,0.05,14183.5,10030.0,4153.5
345,224,41,1,1350,0.0,1350.0,900.0,450.0
346,225,12,1,2440,0.0,2440.0,1830.0,610.0
347,226,11,1,1350,0.0,1350.0,990.0,360.0
348,226,24,1,2530,0.05,2403.5,1950.0,453.5
349,227,10,1,2660,0.0,2660.0,2000.0,660.0
350,227,12,1,2440,0.0,2440.0,1830.0,610.0
351,227,16,1,12250,0.0,12250.0,9490.0,2760.0
352,228,1,1,30310,0.0,30310.0,23130.0,7180.0
353,229,40,1,350,0.1,315.0,240.0,75.0
354,230,10,1,2660,0.05,2527.0,2000.0,527.0
355,230,4,1,25790,0.0,25790.0,18680.0,7110.0
356,231,12,1,2440,0.0,2440.0,1830.0,610.0
357,232,42,1,270,0.05,256.5,210.0,46.5
358,233,3,2,31300,0.2,50080.0,52140.0,-2060.0
359,234,4,1,25790,0.1,23211.0,18680.0,4531.0
360,235,28,1,1680,0.15,1428.0,1350.0,78.0
361,235,22,1,2420,0.0,2420.0,1660.0,760.0
362,236,34,1,2080,0.05,1976.0,1500.0,476.0
363,237,42,1,270,0.05,256.5,210.0,46.5
364,238,37,1,590,0.0,590.0,490.0,100.0
365,238,18,1,4080,0.05,3876.0,2830.0,1046.0
366,239,2,1,42320,0.15,35972.0,29130.0,6842.0
367,239,18,1,4080,0.05,3876.0,2830.0,1046.0
368,239,24,1,2530,0.05,2403.5,1950.0,453.5
369,240,37,1,590,0.0,590.0,490.0,100.0
370,241,8,2,43370,0.0,86740.0,63880.0,22860.0
371,242,12,1,2440,0.05,2318.0,1830.0,488.0
372,242,13,1,58360,0.2,46688.0,42390.0,4298.0
373,243,9,1,790,0.05,750.5,620.0,130.5
374,243,8,1,43370,0.1,39033.0,31940.0,7093.0
375,244,38,1,1700,0.0,1700.0,1130.0,570.0
376,244,6,1,56540,0.0,56540.0,46470.0,10070.0
377,244,27,1,3180,0.15,2703.0,2660.0,43.0
378,245,23,1,2690,0.1,2421.0,1790.0,631.0
379,245,9,1,790,0.05,750.5,620.0,130.5
380,246,11,1,1350,0.0,1350.0,990.0,360.0
381,247,40,1,350,0.2,280.0,240.0,40.0
382,248,31,1,13640,0.05,12958.0,11440.0,1518.0
383,249,14,1,71610,0.0,71610.0,48650.0,22960.0
384,249,9,1,790,0.2,632.0,620.0,12.0
385,250,31,1,13640,0.0,13640.0,11440.0,2200.0
386,251,22,1,2420,0.15,2057.0,1660.0,397.0
387,252,5,1,28150,0.0,28150.0,22780.0,5370.0
388,252,23,1,2690,0.0,2690.0,1790.0,900.0
389,253,17,1,3160,0.0,3160.0,2330.0,830.0
390,254,13,1,58360,0.15,49606.0,42390.0,7216.0
391,255,30,1,1520,0.0,1520.0,1200.0,320.0
392,256,22,1,2420,0.0,2420.0,1660.0,760.0
393,256,39,1,600,0.05,570.0,480.0,90.0
394,257,37,1,590,0.1,531.0,490.0,41.0
395,258,2,1,42320,0.0,42320.0,29130.0,13190.0
396,259,1,2,30310,0.1,54558.0,46260.0,8298.0
397,259,22,2,2420,0.15,4114.0,3320.0,794.0
398,260,5,1,28150,0.05,26742.5,22780.0,3962.5
399,261,24,3,2530,0.0,7590.0,5850.0,1740.0
400,261,22,2,2420,0.0,4840.0,3320.0,1520.0
401,262,5,2,28150,0.0,56300.0,45560.0,10740.0
402,263,12,1,2440,0.0,2440.0,1830.0,610.0
403,264,41,1,1350,0.0,1350.0,900.0,450.0
404,264,27,1,3180,0.1,2862.0,2660.0,202.0
405,264,37,2,590,0.0,1180.0,980.0,200.0
406,264,29,2,1560,0.0,3120.0,2080.0,1040.0
407,265,40,1,350,0.0,350.0,240.0,110.0
408,265,29,1,1560,0.0,1560.0,1040.0,520.0
409,265,5,1,28150,0.1,25335.0,22780.0,2555.0
410,266,21,2,115850,0.0,231700.0,181620.0,50080.0
411,266,22,3,2420,0.0,7260.0,4980.0,2280.0
412,267,28,1,1680,0.1,1512.0,1350.0,162.0
413,267,10,1,2660,0.0,2660.0,2000.0,660.0
414,267,40,1,350,0.2,280.0,240.0,40.0
415,268,12,1,2440,0.15,2074.0,1830.0,244.0
416,268,34,1,2080,0.05,1976.0,1500.0,476.0
417,269,6,1,56540,0.15,48059.0,46470.0,1589.0
418,270,5,1,28150,0.0,28150.0,22780.0,5370.0
419,270,16,1,12250,0.0,12250.0,9490.0,2760.0
420,271,42,1,270,0.15,229.5,210.0,19.5
421,272,10,1,2660,0.0,2660.0,2000.0,660.0
422,272,9,1,790,0.0,790.0,620.0,170.0
423,272,12,1,2440,0.0,2440.0,1830.0,610.0
424,273,15,1,39400,0.0,39400.0,30030.0,9370.0
425,274,33,2,13050,0.0,26100.0,19720.0,6380.0
426,275,2,1,42320,0.0,42320.0,29130.0,13190.0
427,275,13,1,58360,0.05,55442.0,42390.0,13052.0
428,276,32,1,14930,0.05,14183.5,10030.0,4153.5
429,276,27,1,3180,0.0,3180.0,2660.0,520.0
430,277,36,1,2070,0.0,2070.0,1680.0,390.0
431,278,4,1,25790,0.05,24500.5,18680.0,5820.5
432,279,36,1,2070,0.2,1656.0,1680.0,-24.0
433,280,8,1,43370,0.0,43370.0,31940.0,11430.0
434,281,37,1,590,0.0,590.0,490.0,100.0
435,282,18,1,4080,0.1,3672.0,2830.0,842.0
436,283,25,1,3460,0.0,3460.0,2890.0,570.0
437,284,39,1,600,0.0,600.0,480.0,120.0
438,285,5,1,28150,0.0,28150.0,22780.0,5370.0
439,285,42,1,270,0.15,229.5,210.0,19.5
440,286,9,2,790,0.0,1580.0,1240.0,340.0
441,287,3,1,31300,0.2,25040.0,26070.0,-1030.0
442,288,38,2,1700,0.0,3400.0,2260.0,1140.0
443,288,40,1,350,0.05,332.5,240.0,92.5
444,288,41,1,1350,0.0,1350.0,900.0,450.0
445,289,37,1,590,0.05,560.5,490.0,70.5
446,290,41,1,1350,0.0,1350.0,900.0,450.0
447,290,7,2,30170,0.0,60340.0,46940.0,13400.0
448,291,3,1,31300,0.05,29735.0,26070.0,3665.0
449,291,13,1,58360,0.05,55442.0,42390.0,13052.0
450,292,31,2,13640,0.15,23188.0,22880.0,308.0
451,292,8,1,43370,0.0,43370.0,31940.0,11430.0
452,292,32,1,14930,0.05,14183.5,10030.0,4153.5
453,292,30,1,1520,0.2,1216.0,1200.0,16.0
454,293,42,1,270,0.0,270.0,210.0,60.0
455,293,37,1,590,0.0,590.0,490.0,100.0
456,294,36,1,2070,0.05,1966.5,1680.0,286.5
457,294,13,3,58360,0.05,166326.0,127170.0,39156.0
458,295,15,1,39400,0.0,39400.0,30030.0,9370.0
459,295,12,1,2440,0.15,2074.0,1830.0,244.0
460,295,42,1,270,0.0,270.0,210.0,60.0
461,296,19,1,84090,0.05,79885.5,69780.0,10105.5
462,296,34,1,2080,0.0,2080.0,1500.0,580.0
463,297,14,1,71610,0.2,57288.0,48650.0,8638.0
464,298,39,1,600,0.0,600.0,480.0,120.0
465,299,24,1,2530,0.05,2403.5,1950.0,453.5
466,300,31,2,13640,0.0,27280.0,22880.0,4400.0
467,301,16,1,12250,0.0,12250.0,9490.0,2760.0
468,302,40,1,350,0.0,350.0,240.0,110.0
469,303,13,1,58360,0.0,58360.0,42390.0,15970.0
470,303,21,1,115850,0.0,115850.0,90810.0,25040.0
471,303,38,1,1700,0.15,1445.0,1130.0,315.0
472,303,3,1,31300,0.15,26605.0,26070.0,535.0
473,304,24,1,2530,0.15,2150.5,1950.0,200.5
474,305,25,1,3460,0.0,3460.0,2890.0,570.0
475,306,20,1,110370,0.0,110370.0,88720.0,21650.0
476,307,29,1,1560,0.05,1482.0,1040.0,442.0
477,307,9,1,790,0.0,790.0,620.0,170.0
478,308,34,1,2080,0.1,1872.0,1500.0,372.0
